year,block,dsl_b,org_type,cin,iso_certified,initial_prod_year,acc_year_from,acc_year_to,months_operation,foreign_share,rd_unit,formal_training
24,B,149049,7,1E+21,2,1985,4,32024,12,2,3,2
24,B,149050,7,1E+21,2,2016,4,32024,12,2,3,2
24,B,149051,1,1E+21,2,2003,4,32024,8,2,3,2
24,B,149052,1,1E+21,2,2003,4,32024,5,2,3,2
24,B,149053,8,1E+21,2,2000,4,32024,0,2,3,2
24,B,149054,1,1E+21,2,2012,4,32024,4,2,3,2
24,B,149055,2,1E+21,2,1998,4,32024,5,2,3,2
24,B,149056,1,1E+21,2,2001,4,32024,9,2,3,2
24,B,149057,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149058,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149059,1,1E+21,2,1980,4,32024,8,2,3,2
24,B,149060,1,1E+21,2,1966,4,32024,6,2,3,2
24,B,149061,7,1E+21,2,1994,4,32024,12,2,3,2
24,B,149062,7,1E+21,2,2001,4,32024,0,2,3,2
24,B,149063,7,1E+21,2,2009,4,32024,12,2,3,1
24,B,149064,7,1E+21,2,2015,4,32024,12,2,3,2
24,B,149065,7,1E+21,2,0,4,32024,0,2,3,2
24,B,149066,7,1E+21,2,2018,4,32024,12,2,3,2
24,B,149067,2,1E+21,2,2016,4,32024,12,2,3,2
24,B,149069,7,1E+21,1,2010,4,32024,12,2,3,2
24,B,149070,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149071,1,1E+21,2,2000,4,32024,12,2,3,1
24,B,149072,1,1E+21,2,2021,4,32024,12,2,3,2
24,B,149073,2,1E+21,2,2000,4,32024,12,2,3,2
24,B,149074,7,1E+21,2,1986,4,32024,12,2,3,2
24,B,149075,2,1E+21,2,1982,4,32024,12,2,3,2
24,B,149076,7,1E+21,2,1989,4,32024,12,2,3,2
24,B,149077,2,1E+21,2,2010,4,32024,12,2,3,2
24,B,149078,7,1E+21,2,2002,4,32024,12,2,3,2
24,B,149079,7,1E+21,2,1993,4,32024,12,2,3,2
24,B,149080,2,1E+21,2,1992,4,32024,12,2,3,2
24,B,149081,1,1E+21,2,0,4,32024,0,2,3,2
24,B,149082,2,1E+21,2,2000,4,32024,12,2,3,2
24,B,149083,7,1E+21,2,2005,4,32024,12,2,3,2
24,B,149084,7,1E+21,2,1995,4,32024,12,2,3,2
24,B,149085,7,1E+21,2,2001,4,32024,12,2,3,2
24,B,149087,7,1E+21,2,1999,4,32024,12,2,3,2
24,B,149088,1,1E+21,2,1997,4,32024,12,2,3,2
24,B,149089,2,1E+21,2,2010,4,32024,12,2,3,2
24,B,149090,2,1E+21,2,1992,4,32024,12,2,3,2
24,B,149091,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149092,7,1E+21,2,2006,4,32024,12,2,3,1
24,B,149093,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,149094,1,1E+21,2,2003,4,32024,12,2,3,2
24,B,149095,1,1E+21,2,2015,4,32024,12,2,3,2
24,B,149096,2,1E+21,2,1985,4,32024,12,2,3,2
24,B,149097,2,1E+21,2,2009,4,32024,12,2,3,2
24,B,149098,1,1E+21,2,2012,4,32024,12,2,3,2
24,B,149099,1,1E+21,2,1998,4,32024,12,2,3,2
24,B,149101,1,1E+21,2,2015,4,32024,12,2,3,2
24,B,149102,7,1E+21,2,2017,4,32024,12,2,3,2
24,B,149104,1,1E+21,2,2015,4,32024,12,2,3,2
24,B,149106,2,1E+21,2,2000,4,32024,12,2,3,2
24,B,149107,7,1E+21,2,2003,4,32024,12,2,3,2
24,B,149108,7,1E+21,2,2010,4,32024,12,2,3,2
24,B,149109,7,1E+21,2,2017,4,32024,12,2,3,2
24,B,149110,1,1E+21,2,2017,4,32024,12,2,3,2
24,B,149111,2,1E+21,1,2017,4,32024,12,2,3,1
24,B,149112,7,1E+21,2,2019,4,32024,12,2,3,2
24,B,149113,3,1E+21,2,0,4,32024,0,2,3,2
24,B,149114,7,1E+21,2,1994,4,32024,12,2,3,2
24,B,149115,7,1E+21,1,2015,4,32024,12,2,3,2
24,B,149116,1,1E+21,2,1990,4,32024,12,2,3,2
24,B,149117,7,1E+21,2,1999,4,32024,12,2,3,2
24,B,149118,7,1E+21,2,2004,4,32024,12,1,3,2
24,B,149119,7,1E+21,1,2002,4,32024,12,2,3,2
24,B,149120,7,1E+21,2,1996,4,32024,12,2,3,2
24,B,149121,7,1E+21,2,1993,4,32024,12,2,3,2
24,B,149122,7,1E+21,2,1993,4,32024,12,2,1,2
24,B,149123,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149124,2,1E+21,2,1998,4,32024,12,2,3,2
24,B,149125,7,1E+21,2,1998,4,32024,12,2,3,2
24,B,149126,7,1E+21,2,1955,4,32024,12,2,3,2
24,B,149127,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,149128,7,1E+21,2,2003,4,32024,12,2,3,2
24,B,149129,2,1E+21,2,2004,4,32024,12,2,3,2
24,B,149130,1,1E+21,2,2008,4,32024,12,2,3,2
24,B,149132,2,1E+21,2,2005,4,32024,12,2,3,2
24,B,149133,2,1E+21,2,2007,4,32024,12,2,3,2
24,B,149134,2,1E+21,2,2007,4,32024,12,2,3,2
24,B,149135,7,1E+21,2,2006,4,32024,7,2,3,2
24,B,149136,7,1E+21,2,2009,4,32024,12,2,3,2
24,B,149137,7,1E+21,2,2009,4,32024,12,2,3,2
24,B,149138,2,1E+21,2,2006,4,32024,12,2,3,2
24,B,149139,7,1E+21,2,2002,4,32024,12,2,3,2
24,B,149140,7,1E+21,2,2003,4,32024,12,2,3,2
24,B,149141,2,1E+21,2,2022,4,32024,12,2,3,2
24,B,149142,2,1E+21,2,2002,4,32024,12,2,3,2
24,B,149143,7,1E+21,2,2010,4,32024,0,2,3,2
24,B,149144,7,1E+21,2,0,4,32024,0,2,3,2
24,B,149145,7,1E+21,2,2012,4,32024,12,2,3,2
24,B,149146,7,1E+21,2,2008,4,32024,12,2,3,2
24,B,149147,7,1E+21,2,2003,4,32024,12,2,3,2
24,B,149148,7,1E+21,2,2008,4,32024,3,2,3,2
24,B,149149,7,1E+21,2,1994,4,32024,3,2,3,2
24,B,149150,7,1E+21,2,2010,4,32024,12,2,3,2
24,B,149151,2,1E+21,2,2000,4,32024,12,2,3,2
24,B,149152,8,1E+21,2,1961,4,32024,12,2,3,2
24,B,149153,7,1E+21,2,2016,4,32024,12,2,3,2
24,B,149154,2,1E+21,2,2014,4,32024,12,2,3,2
24,B,149155,7,1E+21,2,2013,4,32024,12,2,3,2
24,B,149156,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149157,7,1E+21,2,2016,4,32024,0,2,3,2
24,B,149158,7,1E+21,2,2018,4,32024,12,2,2,2
24,B,149159,1,1E+21,2,2013,4,32024,12,2,3,2
24,B,149160,7,1E+21,2,2012,4,32024,12,2,3,2
24,B,149161,7,1E+21,2,2007,4,32024,12,2,3,2
24,B,149162,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149163,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149164,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,149165,5,1E+21,2,2022,4,32024,12,2,3,2
24,B,149166,2,1E+21,2,2018,4,32024,12,2,3,2
24,B,149169,2,1E+21,2,1986,4,32024,12,2,3,2
24,B,149170,7,1E+21,2,1945,4,32024,12,2,3,2
24,B,149171,1,1E+21,2,1977,4,32024,12,2,3,2
24,B,149172,7,1E+21,2,1987,4,32024,12,2,3,1
24,B,149173,2,1E+21,2,1992,4,32024,12,2,3,2
24,B,149174,2,1E+21,2,2000,4,32024,12,2,3,2
24,B,149175,2,1E+21,2,1960,4,32024,12,2,3,2
24,B,149176,6,1E+21,2,1943,4,32024,12,2,2,2
24,B,149177,7,1E+21,2,1999,4,32024,12,2,3,2
24,B,149178,7,1E+21,2,1985,4,32024,12,2,3,2
24,B,149179,7,1E+21,2,1990,4,32024,12,2,3,2
24,B,149180,7,1E+21,2,2003,4,32024,12,2,3,2
24,B,149181,7,1E+21,2,1992,4,32024,0,2,3,2
24,B,149182,7,1E+21,2,1991,4,32024,12,2,3,2
24,B,149184,7,1E+21,2,2001,4,32024,12,2,3,1
24,B,149185,7,1E+21,2,1993,4,32024,12,2,3,2
24,B,149186,7,1E+21,2,2000,4,32024,0,2,3,2
24,B,149187,7,1E+21,2,1995,4,32024,12,2,3,2
24,B,149188,9,1E+21,2,1992,4,32024,12,2,3,2
24,B,149189,2,1E+21,2,0,4,32024,0,2,3,2
24,B,149192,7,1E+21,2,1987,4,32024,12,2,3,1
24,B,149194,2,1E+21,2,2007,4,32024,12,2,3,2
24,B,149195,6,1E+21,2,2024,4,32024,12,2,2,2
24,B,149196,2,1E+21,2,2006,4,32024,12,2,3,2
24,B,149197,7,1E+21,2,2002,4,32024,12,2,3,2
24,B,149198,1,1E+21,2,0,4,32024,0,2,3,2
24,B,149199,7,1E+21,2,2004,4,32024,12,2,3,2
24,B,149200,2,1E+21,2,1991,4,32024,12,2,3,2
24,B,149201,2,1E+21,2,1992,4,32024,12,2,3,2
24,B,149202,7,1E+21,2,2004,4,32024,12,2,3,2
24,B,149203,7,1E+21,1,2004,4,32024,12,2,3,2
24,B,149204,7,1E+21,2,1982,4,32024,12,2,3,2
24,B,149206,7,1E+21,2,2004,4,32024,12,2,3,2
24,B,149207,7,1E+21,2,2004,4,32024,12,2,3,2
24,B,149208,6,1E+21,2,2001,4,32024,12,2,3,2
24,B,149210,1,1E+21,2,2005,4,32024,12,2,3,2
24,B,149211,1,1E+21,2,1985,4,32024,12,2,3,2
24,B,149213,2,1E+21,2,2011,4,32024,12,2,3,1
24,B,149214,6,1E+21,2,2012,4,32024,12,2,3,2
24,B,149215,7,1E+21,2,2010,4,32024,12,2,3,2
24,B,149216,7,1E+21,2,2013,4,32024,12,2,3,2
24,B,149218,2,1E+21,2,2000,4,32024,12,2,3,2
24,B,149219,7,1E+21,2,2010,4,32024,12,2,3,2
24,B,149220,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149223,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149225,1,1E+21,2,2002,4,32024,12,2,3,2
24,B,149226,7,1E+21,2,2015,4,32024,12,2,3,2
24,B,149227,7,1E+21,2,2004,4,32024,12,2,3,2
24,B,149228,1,1E+21,2,2017,4,32024,12,2,3,2
24,B,149229,1,1E+21,2,2013,4,32024,12,2,3,2
24,B,149230,7,1E+21,2,2012,4,32024,12,2,3,2
24,B,149231,1,1E+21,2,2012,4,32024,12,2,3,2
24,B,149232,6,1E+21,2,2020,4,32024,12,2,1,1
24,B,149234,2,1E+21,2,2005,4,32024,12,2,3,2
24,B,149235,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149236,2,1E+21,1,2018,4,32024,12,2,3,2
24,B,149238,1,1E+21,2,2018,4,32024,12,2,3,2
24,B,149239,1,1E+21,2,2018,4,32024,0,2,3,2
24,B,149240,7,1E+21,2,2020,4,32024,12,2,3,2
24,B,149241,7,1E+21,2,2009,4,32024,12,2,3,2
24,B,149243,7,1E+21,2,2022,4,32024,12,2,3,2
24,B,149244,7,1E+21,2,2021,4,32024,12,2,3,2
24,B,149247,7,1E+21,2,2022,4,32024,12,2,3,2
24,B,149248,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,149250,7,1E+21,2,2022,4,32024,12,2,3,2
24,B,149251,7,1E+21,1,1979,4,32024,12,2,3,2
24,B,149252,2,1E+21,2,1976,4,32024,12,2,3,2
24,B,149254,7,1E+21,2,2023,4,32024,5,2,3,2
24,B,149256,8,1E+21,1,1962,4,32024,12,2,3,1
24,B,149257,8,1E+21,2,1984,4,32024,12,2,3,1
24,B,149258,8,1E+21,2,1984,4,32024,12,2,3,1
24,B,149261,8,1E+21,2,2019,4,32024,12,2,3,2
24,B,149262,8,1E+21,2,1983,4,32024,12,2,3,2
24,B,149264,8,1E+21,2,1982,4,32024,0,2,3,2
24,B,149265,8,1E+21,2,1976,4,32024,12,2,3,2
24,B,149267,8,1E+21,2,1967,4,32024,12,2,3,2
24,B,149269,8,1E+21,2,1980,4,32024,12,2,3,2
24,B,149271,8,1E+21,1,1990,4,32024,0,2,3,2
24,B,149272,8,1E+21,2,1983,4,32024,12,2,3,1
24,B,149273,8,1E+21,2,1983,4,32024,12,2,3,2
24,B,149274,8,1E+21,2,1972,4,32024,12,2,3,1
24,B,149275,8,1E+21,2,1983,4,32024,12,2,3,2
24,B,149276,8,1E+21,1,1958,4,32024,12,2,3,2
24,B,149277,8,1E+21,2,1978,4,32024,12,2,2,1
24,B,149279,8,1E+21,2,1998,4,32024,12,2,3,2
24,B,149280,6,1E+21,1,1986,4,32024,12,1,1,1
24,B,149282,7,1E+21,2,0,4,32024,0,2,3,2
24,B,149283,7,1E+21,2,1994,4,32024,12,2,1,2
24,B,149285,6,1E+21,2,1996,4,32024,12,2,2,2
24,B,149287,1,1E+21,1,1996,4,32024,12,2,3,2
24,B,149289,6,1E+21,2,1951,4,32024,12,2,3,2
24,B,149291,7,1E+21,2,2004,4,32024,12,2,3,2
24,B,149292,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149293,6,1E+21,2,2010,4,32024,0,2,3,2
24,B,149294,7,1E+21,2,2011,4,32024,12,2,1,2
24,B,149296,8,1E+21,2,1961,4,32024,12,2,3,2
24,B,149299,7,1E+21,2,2019,4,32024,12,2,3,2
24,B,149300,7,1E+21,2,2003,4,32024,12,2,3,2
24,B,149301,7,1E+21,2,2017,4,32024,12,2,3,1
24,B,149305,7,1E+21,2,1990,4,32024,12,2,1,2
24,B,149307,2,1E+21,2,2004,4,32024,12,2,3,1
24,B,149310,7,1E+21,2,2004,4,32024,12,2,3,2
24,B,149311,2,1E+21,2,1975,4,32024,12,2,3,2
24,B,149313,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149316,7,1E+21,2,2004,4,32024,12,2,3,2
24,B,149317,7,1E+21,2,2005,4,32024,12,2,3,1
24,B,149319,1,1E+21,2,1995,4,32024,12,2,3,2
24,B,149323,2,1E+21,1,2015,4,32024,12,2,3,2
24,B,149324,1,1E+21,2,2005,4,32024,12,2,3,2
24,B,149325,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149327,2,1E+21,2,2007,4,32024,12,2,3,2
24,B,149329,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149330,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149331,2,1E+21,1,1932,4,32024,12,2,3,1
24,B,149338,9,1E+21,2,2010,4,32024,12,2,3,2
24,B,149342,7,1E+21,2,2009,4,32024,12,2,1,1
24,B,149344,7,1E+21,2,2012,4,32024,12,2,3,2
24,B,149345,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,149350,5,1E+21,2,2000,4,32024,12,2,3,2
24,B,149352,7,1E+21,2,2013,4,32024,12,2,3,2
24,B,149358,7,1E+21,2,2008,4,32024,12,2,3,2
24,B,149360,7,1E+21,2,2018,4,32024,12,2,3,2
24,B,149365,8,1E+21,1,1978,4,32024,12,2,3,1
24,B,149383,7,1E+21,2,2012,4,32024,12,2,3,2
24,B,149391,1,1E+21,2,1997,4,32024,12,2,3,2
24,B,149394,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149401,7,1E+21,2,2010,4,32024,12,2,3,2
24,B,149403,7,1E+21,1,2015,4,32024,12,1,3,2
24,B,149404,6,1E+21,2,1995,4,32024,12,2,3,2
24,B,149405,6,1E+21,2,1996,4,32024,12,2,3,2
24,B,149407,7,1E+21,2,2010,4,32024,12,2,3,2
24,B,149411,7,1E+21,1,1964,4,32024,12,2,3,1
24,B,149413,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149416,7,1E+21,2,2012,4,32024,12,2,3,2
24,B,149419,1,1E+21,1,2016,4,32024,12,2,3,1
24,B,149421,7,1E+21,2,2015,4,32024,12,2,3,2
24,B,149424,7,1E+21,2,2019,4,32024,0,2,3,2
24,B,149427,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149429,7,1E+21,2,2014,4,32024,12,2,3,1
24,B,149430,8,1E+21,2,2016,4,32024,12,2,3,2
24,B,149431,7,1E+21,2,2016,4,32024,12,2,3,2
24,B,149432,7,1E+21,1,2011,4,32024,12,2,2,2
24,B,149434,7,1E+21,2,2018,4,32024,12,2,3,2
24,B,149437,2,1E+21,2,2017,4,32024,12,2,3,2
24,B,149439,6,1E+21,2,2019,4,32024,12,2,3,2
24,B,149442,7,1E+21,2,2017,4,32024,12,2,3,2
24,B,149444,1,1E+21,2,2014,4,32024,12,2,3,2
24,B,149446,2,1E+21,2,2019,4,32024,12,2,3,2
24,B,149448,2,1E+21,2,2010,4,32024,12,2,3,2
24,B,149453,7,1E+21,2,1997,4,32024,3,2,3,2
24,B,149454,2,1E+21,2,2019,4,32024,12,2,3,2
24,B,149456,7,1E+21,2,1986,4,32024,12,2,3,2
24,B,149457,7,1E+21,2,1987,4,32024,12,2,3,2
24,B,149458,6,1E+21,2,1992,4,32024,12,2,3,2
24,B,149459,8,1E+21,2,1989,4,32024,12,2,3,2
24,B,149460,2,1E+21,2,1985,4,32024,12,2,3,2
24,B,149461,2,1E+21,2,1985,4,32024,12,2,3,2
24,B,149463,2,1E+21,2,2014,4,32024,12,2,3,2
24,B,149464,7,1E+21,1,1996,4,32024,12,2,3,2
24,B,149465,7,1E+21,2,1996,4,32024,12,2,3,2
24,B,149466,7,1E+21,2,2012,4,32024,12,2,3,2
24,B,149470,1,1E+21,2,1992,4,32024,12,2,3,2
24,B,149471,1,1E+21,2,0,4,32024,0,2,3,2
24,B,149472,7,1E+21,2,2000,4,32024,12,2,3,2
24,B,149474,1,1E+21,2,1985,4,32024,12,2,3,2
24,B,149476,7,1E+21,2,1997,4,32024,12,2,3,1
24,B,149477,2,1E+21,2,1998,4,32024,12,2,3,2
24,B,149479,1,1E+21,2,1967,4,32024,12,2,3,2
24,B,149481,7,1E+21,2,2011,4,32024,12,2,3,2
24,B,149485,1,1E+21,2,2001,4,32024,0,2,3,2
24,B,149486,2,1E+21,2,2004,4,32024,12,2,3,2
24,B,149487,2,1E+21,2,2007,4,32024,12,2,3,2
24,B,149488,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,149490,2,1E+21,2,2002,4,32024,12,2,3,2
24,B,149492,1,1E+21,2,1998,4,32024,12,2,3,2
24,B,149494,2,1E+21,2,2009,4,32024,12,2,3,1
24,B,149499,2,1E+21,2,1991,4,32024,12,2,3,2
24,B,149500,1,1E+21,2,2010,4,32024,12,2,3,2
24,B,149502,1,1E+21,2,1998,4,32024,12,2,3,2
24,B,149503,2,1E+21,2,2007,4,32024,0,2,3,2
24,B,149506,2,1E+21,2,1997,4,32024,12,2,3,2
24,B,149509,1,1E+21,2,2010,4,32024,12,2,3,2
24,B,149510,7,1E+21,1,2009,4,32024,12,2,2,1
24,B,149511,7,1E+21,1,2015,4,32024,12,2,3,2
24,B,149512,7,1E+21,2,2020,4,32024,12,2,3,2
24,B,149513,7,1E+21,2,2013,4,32024,12,2,3,2
24,B,149514,2,1E+21,2,0,4,32024,0,2,3,2
24,B,149515,7,1E+21,2,2008,4,32024,12,2,3,2
24,B,149517,1,1E+21,2,2013,4,32024,12,2,3,2
24,B,149520,7,1E+21,2,2016,4,32024,12,2,3,2
24,B,149521,2,1E+21,2,2017,4,32024,12,2,3,2
24,B,149526,2,1E+21,2,2014,4,32024,12,2,3,2
24,B,149527,2,1E+21,2,2006,4,32024,12,2,3,2
24,B,149529,6,1E+21,2,2015,4,32024,5,2,3,2
24,B,149531,7,1E+21,1,1987,4,32024,12,2,3,2
24,B,149534,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,149535,2,1E+21,2,2015,4,32024,12,2,3,1
24,B,149536,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,149539,2,1E+21,2,2006,4,32024,12,2,3,2
24,B,149540,2,1E+21,2,2020,4,32024,12,2,3,2
24,B,149541,1,1E+21,2,2017,4,32024,12,2,3,2
24,B,149543,1,1E+21,2,1999,4,32024,12,2,3,2
24,B,149549,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,149551,2,1E+21,2,2023,4,32024,12,2,3,2
24,B,149553,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,149554,1,1E+21,2,2010,4,32024,12,2,3,2
24,B,149555,2,1E+21,2,1983,4,32024,12,2,3,2
24,B,149556,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149557,7,1E+21,2,1984,4,32024,12,2,3,2
24,B,149558,1,1E+21,2,0,4,32024,0,2,3,2
24,B,149559,7,1E+21,2,1990,4,32024,12,2,3,2
24,B,149560,7,1E+21,2,1995,4,32024,12,2,3,2
24,B,149561,7,1E+21,2,1996,4,32024,12,2,3,2
24,B,149562,1,1E+21,2,0,4,32024,0,2,3,2
24,B,149563,7,1E+21,2,1985,4,32024,0,2,3,2
24,B,149566,7,1E+21,1,1968,4,32024,12,1,2,1
24,B,149567,7,1E+21,2,1991,4,32024,12,2,3,2
24,B,149569,7,1E+21,1,1997,4,32024,12,2,3,2
24,B,149570,2,1E+21,2,1955,4,32024,12,2,3,2
24,B,149571,7,1E+21,2,1980,4,32024,12,2,3,2
24,B,149572,7,1E+21,1,1987,4,32024,12,2,3,1
24,B,149575,2,1E+21,2,1984,4,32024,12,2,3,2
24,B,149576,7,1E+21,2,1995,4,32024,12,2,3,2
24,B,149577,7,1E+21,2,1994,4,32024,12,2,3,2
24,B,149578,7,1E+21,2,2005,4,32024,12,2,3,2
24,B,149580,9,1E+21,2,1995,4,32024,12,2,3,2
24,B,149582,7,1E+21,2,2008,4,32024,12,2,3,2
24,B,149583,7,1E+21,2,2009,4,32024,12,2,3,2
24,B,149584,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,149585,2,1E+21,2,2010,4,32024,12,2,3,2
24,B,149586,2,1E+21,2,2011,4,32024,12,2,3,2
24,B,149589,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,149590,6,1E+21,2,2011,4,32024,12,2,3,1
24,B,149591,1,1E+21,2,2014,4,32024,12,2,3,2
24,B,149593,1,1E+21,2,2008,4,32024,12,2,3,2
24,B,149594,1,1E+21,2,2017,4,32024,12,2,3,2
24,B,149595,1,1E+21,2,2010,4,32024,12,2,3,2
24,B,149597,7,1E+21,2,2022,4,32024,12,2,3,2
24,B,149598,2,1E+21,2,2016,4,32024,12,2,3,2
24,B,149599,2,1E+21,2,1984,4,32024,12,2,3,2
24,B,149600,7,1E+21,1,2022,4,32024,12,2,2,1
24,B,149601,2,1E+21,2,2013,4,32024,12,2,3,2
24,B,149602,2,1E+21,2,2022,4,32024,12,2,3,2
24,B,149605,1,1E+21,2,2007,4,32024,12,2,3,2
24,B,149606,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149607,7,1E+21,1,2022,4,32024,12,2,3,1
24,B,149608,2,1E+21,2,2022,4,32024,12,2,3,2
24,B,149609,9,1E+21,2,0,4,32024,0,2,3,2
24,B,149611,8,1E+21,2,1961,4,32024,12,2,3,2
24,B,149612,8,1E+21,2,1984,4,32024,12,2,3,1
24,B,149613,8,1E+21,2,1977,4,32024,12,2,3,2
24,B,149614,8,1E+21,2,1977,4,32024,12,2,1,2
24,B,149615,8,1E+21,2,1960,4,32024,12,2,3,2
24,B,149616,8,1E+21,2,1965,4,32024,12,2,3,2
24,B,149617,6,1E+21,1,1946,4,32024,12,2,1,2
24,B,149618,6,1E+21,2,1985,4,32024,12,2,1,2
24,B,149619,8,1E+21,1,1980,4,32024,12,2,3,2
24,B,149620,8,1E+21,2,1972,4,32024,12,2,3,2
24,B,149621,8,1E+21,2,1960,4,32024,12,2,3,2
24,B,149622,6,1E+21,2,1996,4,32024,12,2,3,2
24,B,149623,6,1E+21,2,1960,4,32024,12,2,3,1
24,B,149624,6,1E+21,2,1983,4,32024,12,2,2,2
24,B,149625,8,1E+21,2,1960,4,32024,12,2,3,2
24,B,149626,6,1E+21,1,1993,4,32024,12,2,1,2
24,B,149627,7,1E+21,2,1965,4,32024,12,2,3,2
24,B,149628,7,1E+21,2,1978,4,32024,12,2,3,2
24,B,149629,8,1E+21,2,0,4,32024,0,2,3,2
24,B,149630,4,1E+21,2,1977,4,32024,12,2,3,2
24,B,149631,6,1E+21,2,1988,4,32024,0,2,3,2
24,B,149632,6,1E+21,2,1989,4,32024,12,2,3,2
24,B,149633,8,1E+21,2,1990,4,32024,12,2,3,2
24,B,149634,6,1E+21,2,1990,4,32024,12,2,2,2
24,B,149635,8,1E+21,2,1975,4,32024,12,2,3,2
24,B,149636,8,1E+21,2,1996,4,32024,12,2,3,2
24,B,149637,6,1E+21,2,1996,4,32024,0,2,3,2
24,B,149638,8,1E+21,2,1997,4,32024,12,2,3,2
24,B,149639,7,1E+21,2,2007,4,32024,12,2,3,2
24,B,149640,6,1E+21,2,2009,4,32024,12,2,3,2
24,B,149642,7,1E+21,2,2007,4,32024,12,2,3,2
24,B,149644,7,1E+21,2,0,4,32024,0,2,3,2
24,B,149645,7,1E+21,2,2014,4,32024,12,2,3,2
24,B,149646,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,149647,1,1E+21,2,2020,4,32024,8,2,3,2
24,B,149649,1,1E+21,2,2014,4,32024,12,2,3,2
24,B,149651,1,1E+21,2,2020,4,32024,8,2,3,2
24,B,149652,7,1E+21,1,1954,4,32024,12,1,1,2
24,B,149653,7,1E+21,2,1992,4,32024,12,2,3,2
24,B,149654,7,1E+21,1,2001,4,32024,12,2,1,1
24,B,149655,7,1E+21,2,1995,4,32024,12,2,3,2
24,B,149657,2,1E+21,2,1997,4,32024,12,2,3,2
24,B,149658,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,149662,7,1E+21,1,2021,4,32024,12,2,3,2
24,B,149663,7,1E+21,2,2013,4,32024,12,2,3,1
24,B,149664,2,1E+21,2,2000,4,32024,12,2,3,2
24,B,149666,2,1E+21,2,2006,4,32024,12,2,3,2
24,B,149668,7,1E+21,2,2013,4,32024,12,2,3,1
24,B,149669,2,1E+21,2,1960,4,32024,12,2,3,2
24,B,149670,7,1E+21,2,2017,4,32024,12,2,3,2
24,B,149671,1,1E+21,2,1997,4,32024,12,2,3,2
24,B,149672,2,1E+21,2,1999,4,32024,12,2,3,2
24,B,149674,7,1E+21,2,2009,4,32024,12,2,3,1
24,B,149676,7,1E+21,2,1983,4,32024,12,2,3,1
24,B,149677,2,1E+21,2,1948,4,32024,12,2,3,2
24,B,149678,2,1E+21,2,2012,4,32024,12,2,3,2
24,B,149679,7,1E+21,2,2023,4,32024,12,2,3,2
24,B,149680,2,1E+21,2,1990,4,32024,12,2,3,2
24,B,149688,7,1E+21,2,2001,4,32024,12,2,3,2
24,B,149692,2,1E+21,2,1962,4,32024,12,2,3,2
24,B,149693,1,1E+21,2,2012,4,32024,12,2,3,2
24,B,149698,2,1E+21,2,2017,4,32024,12,2,3,2
24,B,149703,7,1E+21,2,2006,4,32024,12,2,3,2
24,B,149704,7,1E+21,2,2009,4,32024,12,2,3,2
24,B,149706,7,1E+21,2,1998,4,32024,12,2,3,2
24,B,149708,7,1E+21,2,1991,4,32024,12,2,3,2
24,B,149709,7,1E+21,2,1978,4,32024,12,2,3,2
24,B,149710,7,1E+21,2,1928,4,32024,12,2,3,2
24,B,149711,6,1E+21,2,1929,4,32024,12,2,3,2
24,B,149712,6,1E+21,2,1960,4,32024,12,2,3,2
24,B,149720,6,1E+21,2,1944,4,32024,12,2,3,2
24,B,149721,6,1E+21,2,1919,4,32024,0,2,3,2
24,B,149722,8,1E+21,2,1983,4,32024,12,2,3,2
24,B,149723,6,1E+21,2,1918,4,32024,12,2,3,1
24,B,149724,6,1E+21,2,1985,4,32024,12,2,3,2
24,B,149725,6,1E+21,2,1967,4,32024,12,2,3,2
